app,review,score,date
Tokopedia,tolong dong dibenerin fitur rating nya masa mau kasih bintang gabisa ? jadi ga enak sama tokonya dateng bagus pengen rating malah gabisa hedrh,3,2026-01-04 16:42:55
Tokopedia,Tokopedia sangat bermanfaat dalam dunia usaha. dan bisnis.🙏🔥,5,2026-02-23 05:02:36
Tokopedia,Harus selalu jaga kualitas pelayanan yg prima beserta jaminan mutu barang dagangan dan ketepatan waktu _delivery_.,5,2026-02-23 18:57:21
Tokopedia,"pesan instant/sameday lewat aplikasi ini selalu tidak akurat titik pengantarannya,aplikasi terburuk pokoknya. 👎🏻",1,2025-11-23 20:59:30
Tokopedia,Tokopedia harus tegas kepada Ekspedisi yang membawa paket lewat dari Estimasi yang ditentukan. Buat kebijakan dan tindakan dari aplikasi biar ekspedisi tidak sepele sama barang bawaan.,1,2025-11-25 19:12:30
Tokopedia,"Tampilan agak ribet, saat pencarian scrool ada yang ke pinggir ada yang ke bawah mentog. Saat memasukkan ke keranjang, tiba2 muncul recomended. Mengganggu, jadi belanja kesana kemari. Mungkin pihak toped bisa mencontoh aplikasi toko sebelah yang warna oren. Tampilannya bersahabat, nggak ribet. Bahkan orang tua pun gak dibikin pusing tampilannya...",3,2021-04-10 22:29:12
Tokopedia,saya rubah ratingnya vc dibatalkan sistem tapi tidak dikembalikan...semakin lama bukannya semakin bagus malah semakin jelek layanan platform ini,1,2026-02-14 23:06:05
Tokopedia,ini aplikasi apa sih katanya di kasih vocer pengguna baru tapi pas mau di co gk bisa di gunakan .,2,2026-02-19 14:10:47
Tokopedia,"apk cacat giliran tf cuma beberapa menit, pengembalian saldo aja nunggu berjam"" harus di ACC dulu Sangat tidak rekomen",1,2026-02-22 03:32:42
Tokopedia,"jelek banget sih aplikasi ini, barang udah di pesen buru-buru pengen di pake, tapi pengiriman gagal terus tapi kurir ga pernah chat apa-apa kalo ada kendala tiba-tiba barang bakal di kembaliin ke penjual, padahal barang penting dibutuhin! mana service komplennya ga bisa bisa, jelek banget!!!!!",1,2025-11-25 08:25:55
Tokopedia,"Lemot banget plis, tiap buka load terus pdahal ukurannya enggak sebesar apk oren. jadi males buat belanja 😩",3,2026-01-19 10:53:36
Tokopedia,kasih 4 dulu masih baru kalo enak nyaman ntar kasih 1 bintang lagi biar sempurna,4,2026-02-13 03:45:47
Tokopedia,kok malah tambah susah ngebuka halaman tokopedia care dan pilih metode pembayaran ??? tambah update malah lemot..,1,2025-12-06 09:14:11
Tokopedia,"Proses checkout terlalu ribet, stok tidak pernah sinkron. Di tampilan tertulis stok banyak, tapi kenyataannya justru kosong. Yang lebih parah, pembaruan stok baru muncul saat checkout—padahal seharusnya sudah jelas sejak di keranjang. Ini bikin pengalaman belanja jadi sangat mengecewakan.",1,2025-11-19 11:21:28
Tokopedia,maret 2026 pas puasa kenapa force close terus ini mana ada orderan semoga lekas fix bug tersebut atau hanya karena overload traffic mau lebaran,1,2026-03-10 20:58:04
Tokopedia,ngasih voc tapi voc gak bisa di pake.dapat saldo bunus juga gak bisa di pake.di menu pembayaran gak eda menu geser saldo bonus.aneh tokopedia mah.mana chat cs penanganan slowwwww mooooo banget,1,2026-01-07 18:33:39
Tokopedia,"sebenarnya nya cukup bagus tapi tolong panjangkan kata untuk ""catatan untuk kurir""dari 45 bisa sampai 100/150 agar alamat bisa jelas dan kalau paket sudah ditangan kurir tolong dibagikan kontak kurir di aplikasi agar bisa dihubungi pembeli,agar paket tidak nyasar kerumah orang lain",4,2026-03-25 10:08:40
Tokopedia,"TOKOPEDIA TIDAK BERTANGGUNG JAWAB JIKA LAYANAN DI KURIR TIDAK SESUAI. SAMEDAY TAPI DIJAWAB TOKOPEDIA CARE BARANG AKAN SAMPAI BESOK. Tokopedia care tidak menjadi solusi ketika ada kendala pengiriman, selalu antara solusi dan jenis komplain ga nyambung.",1,2026-03-02 15:52:26
Tokopedia,"setiap saya pesan produk, beberapa hari kemudian malah dibatalkan, ini gimana sih ? model apaan nih kayak gini ? dasar payah, kebangetan 😒😒😒☹️☹️😠😠😠",2,2026-03-27 06:41:36
Tokopedia,gratis ongkir aja ga ada apalagi diskon. developernya udah kere,1,2026-02-25 17:17:50
Tokopedia,Aplikasi ampas kurirnya banyak yg gk jujur paket saya blm sampai dibilang udh sampai mana compalinnya lama banget lagi dahlah kapok pakai apk ini lagi,5,2025-12-15 20:54:59
Tokopedia,"Semua transaksi pembayaran digital (e-wallet, paylater & kartu kredit) di bekukan sudah hampir 2 tahun. Ketika ditanya lewat cs, tidak bisa menjabarkan krn alasan tertentu. Padahal bisa lewat e-mail, atau media yang lain. Saya kira hanya di bekukan beberapa bulan atau 1 tahun saja, ternyata sudah hampir 2 tahun dan tetap masih tidak bisa digunakan. Wassalam tokopedia, terimakasih pengalamannya.",2,2026-01-25 11:41:12
Tokopedia,kenapa sekarang ada masalah ya buat masuk sering keluar lagi dari aplikasi ??? mhn pencerahan,4,2026-03-12 20:07:43
Tokopedia,"Sangat kecewa dgn kurir sicepat dan anteraja yg super lambat, jadi males belanja di tokopedia karena ekspedisinya mulai ga jelas. Untuk sementara pindah dulu ke l*z**a karena ekspedisinya super cepat dan tidak ada biaya2 tambahan ga jelas",1,2023-06-01 13:16:38
Tokopedia,"refund dana lama banget udah semimggu gaada kemajuan saldo belum dipulangin juga, aduh toped gajelaas banget",1,2026-03-19 21:18:41
Tokopedia,"mana hadiah nya ada promo 800ribu, hadiah setelah belanja 2 item saya🥴 promo nya jebakan atau gimana boss",1,2026-03-01 13:06:33
Tokopedia,"Tolong setiap stok barangnya di perlihatkan supaya buyer tidak bingung, tingkatkan lagi optimalisasinya juga",5,2025-12-08 13:02:46
Tokopedia,di update susah buat cari menu nya mending versi dulu,1,2026-03-15 15:30:41
Tokopedia,barang sesuai dgn harga & pengiriman cepat,5,2026-02-25 10:57:38
Tokopedia,"Dulu saya mengandalkan tokopedia untuk belanja kebutuhan dan berjualan. Semenjak biaya fee produk naik, pembeli dikenakan biaya transaksi dan klo ditanyakan ke CS katanya biaya aplikasi (padahal hampir semua ecommerse gk ada biaya aplikasi). Dan kupon sekarang nominal cashback/diskon semakin kecil dan limit belanja pada kupon semakin besar 😂😂😂😂. Sekarang saya sudah hampir gak pernah belanja ditokopedia dan toko saya rencana akan saya tutup. Semoga sukses aja, sukses ditinggal pengguna",1,2022-08-12 09:35:35
Tokopedia,"dulu belanja di aplikasi sangat nyaman, tapi sekarang asliii makin gak nyaman.. mau pindahkan duit2 sendiri dari saldo Tokopedia harus nunggu maksimal 1x24 jam dan saat saya tulis ulasan ini sdh 15jam dana blm masuk/status hold.. hub cs cuma ngobrol sama robot doang! maksudnya apa sih nih!? dulu gak parah gini lho, cuman hitungan menit udah masuk... belum lagi biaya admin gede dan aplikasi semakin lemot banget, itu notifikasi inbox muncul terus padahal sudah dibaca semua! mengganggu!.. payah!!",2,2025-12-16 02:25:09
Tokopedia,kalau harganya mahal jangan dimurah murahin lah. begitu mau beli jadi mahal habis habisin waktu orang aja,1,2026-02-25 21:50:15
Tokopedia,Aplikasi sering crash sehingga tidak nyaman digunakan pada samsung zfold5 dan s25edge. Mohon diperbaiki pada update selanjutnya,1,2026-01-24 21:43:37
Tokopedia,"aplikasi shopping paling best sih kata gw, soalnya desain yang simpel, dan juga suka dikasih voucher yang gak nanggung nanggung🤭",5,2026-02-01 13:59:28
Tokopedia,buruan belanja online lebih mudah dan praktis,5,2026-03-09 22:32:27
Tokopedia,"Aplikasi sampah, mau belanja saja susah sekali pas mau bayar lewat dana/gopay. system error terus pas mau CO",1,2025-11-27 14:27:40
Tokopedia,"bonus point yg gk guna, keluarnya cuman beberapa ribu doang, sampai expired 200+rb, hapus aja lah",1,2026-03-05 09:57:34
Tokopedia,"Tokopedia care sanggat buruk, tolong di ganti saja itu. asli tutup tiket pelaporan tapi masalahnya belum beres!?!? kacau",1,2025-12-24 05:52:49
Tokopedia,"diskonnya hilang waktu mau beli, pantes aja banyak yang ga pakai ini aplikasi",1,2026-02-17 12:57:36
Tokopedia,serial may pesan barang gak bisa...aplnya error terus🥲,3,2026-03-16 20:59:27
Tokopedia,"Kapok belanja di Tokopedia. Pernah beli baju di toko colorbox ternyata barangnya ada defect (jahitan dol) lalu ngajuin pengembalian. Ternyata ongkir yg nanggung kita dong, rugi banget asli. Padahal bukan kesalahan kita & udah melampirkan bukti video unboxing juga. Satu lagi, Tokopedia juga sering ngebatalin pesanan secara sepihak dgn alasan dibatalkan oleh sistem. Parah, kalo ada -100 udah saya kasih. Mending belanja di e commerce lain.",1,2024-09-19 19:03:22
Tokopedia,"kurangnya aplikasinya lebih berat di banding aplikasi yang lain,",3,2026-02-13 23:15:22
Tokopedia,"hapus layanan instan ga guna... pesan instan sampe lebih dr sehari, tokped ga ngotak",1,2026-03-04 14:14:34
Tokopedia,"Mengajukan komplain sudah chatt penjua terkait barang yg dikategorikan janggal, tapi sudah lebih dari 3 jam tidak ditanggapi, akhirnya coba hubungi Tokopedia (tp bkn cs langsung, entah knp ga ada menu hubungi cs???). Bukannya membantu, malah bikin pusing. Uninstall solusi terbaik (biar rugi dikit daripada kedepan makin banyak)",1,2025-12-09 12:47:43
Tokopedia,"Banyak banget biayanya top up bayar, transaksi bayar, admin listrik bulanan yg lain 2750 disini 3500, sekarang ga bisa gratis ongkir + cb/diskon. Ya buat apa dikasih voucher. Tapi, makasih buat ngebantu hemat belanja selama ini sebelum kebijakan baru (biaya aneh + ongkir yg dijadiin voucher dan ga bisa pakai bareng cb/diskon) muncul :)",2,2022-11-02 07:57:41
Tokopedia,"banyak toko penipu dan setiap di report tidak ada tindakan, malah semakin banyak toko penipu berkeliaran, ini aplikasi di urus atau tidak sih?",1,2026-01-10 13:58:30
Tokopedia,"aplikasi nya aneh, dokter harus konsultasi sama dokter jadi monopoli satu aplikasi, enakan sebelumnya yang ada bukti resep",1,2026-03-19 10:57:54
Tokopedia,"Tolong diperbaiki sistem pengajuan komplain. karena sistemnya ""eror"" terus.",1,2026-03-03 23:16:48
Tokopedia,"Belanja nyaman hanya di Tokped ,,,,pelayananya mantaapp",5,2026-03-19 01:05:03
Tokopedia,"estimasi tanggal 16,tapi sampai sekarang tanggal 18 belum sampai(kurir hanya tanya alamat, namun tidak mengirimnya/paket diam di lokasi tertentu)",5,2026-03-19 14:03:14
Tokopedia,"belanja online tercepat, terbaik banyak discount nya 👍",5,2026-03-10 09:16:08
Tokopedia,"Saya kecewa dengan sistem pemberian harga di tukar tambah, seharusnya Tokopedia lebih tau sama produk, saya mau menukarkan HP saya yang 3,5jt, itu saya baru beli beberapa bulan dan belum ke itung setahun, barang nya benar"" Mulus tanpa masalah apapun, tetapi ketika ditukar saya hanya dapat 1,5jt padahal saya menaruh harap di 3jt karena banyak sekali yg menjualnya di 3jtan secara second mulus. Harap Tokopedia lebih mengerti tentang cara deal yang benar!!.",1,2021-11-21 11:49:33
Tokopedia,"Gimana ya... Barangnya lebih mahal. Trus , sebenarnya ongkirnya murah cuman 7000 tapi di tambah pembayaran lain saat chekout jadi 12000, malah lebih mahal juga ongkirnya. Pdahal saya pakek toko biru pink ongkir cuman 10rb tanpa ada tambahan lain... Banyak juga ulasan para custamer yang merasa terbebani dengan biaya tambahannya. Dan barangnya terbatas, gak begitu banyak toko dan barang, jadi gak ada pilihan lain lagi...",2,2023-06-08 11:29:43
Tokopedia,"Tokopedia mulai Nipu! 1. Diskon/ harga berubah saat mau checkout, ternyata Pembeli lain juga mengalami hal yang sama saat baca di ulasan playstore. 2. Gratis ongkir scam, ongkir standard tertera 18rb dari bandung kejogja, pas checkout berubah jadi 56rb (standard), berat 3.2kg. memang tertera 'total ongkir dihitung saat checkout'. Emang label itukan biar bisa nipu? Dari dulu dari jabar ke jogja ya kisaran 20rban. Udah keliatan sih dari penghapusan fitur membership yg jadi plus dan harus bayar, ma",1,2025-07-05 00:33:53
Tokopedia,"Toko toko sudah tutup, atau stok tidak update, dan pembeli berkurang drastis karena pola bebas ongkir yang berubah, biaya2 tambahan, promo yang tidak bisa digabung, ongkir yang lebih mahal (mau ambil untung di ongkir juga) dan terlalu banyak dropshipper. Tokopedia katanya mau concern ke pembeli yang profitable. Hohoho memangnya penjual bertahan kalau pembelinya sedikit.",1,2023-08-29 05:41:05
Tokopedia,mau nyari apa aja di mesin pencariannya TOKOPEDIA hasil timeout melulu padahal sinyal bagus maen game online aja lancar jaya,1,2025-12-03 10:11:21
Tokopedia,"Saya termasuk pelanggan lama di tokopedia.. Baru kali ini saya kecewa. Ovo point saya ke auto debit/langganan pada tagihan PLN.. Dan saya sangat ingat bahwa beberapa bulan lalu sudah saya nonaktifkan semua fitur langganan pada toped. Gak mahal sih cuma 59rb.. Dan itu tidak ada notif email Lebih kecewa lagi, saya chat live di aplikasi.. Saya disuruh nunggu lama untuk pengecekan, ketika ada jawaban dan saya ingin membalas/dalam posisi ketik.. Tau-tau di akhiri sesi chatnya oleh agen adh***.",1,2020-11-08 16:38:04
Tokopedia,produknya bagus bagus... tapi ad 1 toko part mobil yg asal asalan kasih brg... dreturn susah... transakasi lumayan hampir 500..smntra kasih 2 star dlu lah,2,2025-12-23 01:40:50
Tokopedia,"Aplikasi ny force close Trus udah berkali"" hapus data tetep aja di hp huawei P20 Pro... Knp yah kak?",3,2026-03-17 22:30:34
Tokopedia,"dari semua e commerce yg ada,cuma disini saya kena tipu,barang sudah di retur ke penjual tapi tetap kena bayar,penjual no respon ( emang niatnya nipu ),kaga bakal saya belanja di sini lagi",1,2026-03-02 07:36:31
Tokopedia,"sudah blanja di tokopedia puluhan tahun, harga, kualitas barang tdk pernah mengecewakan selalu ok",5,2026-03-14 17:15:16
Tokopedia,aplikasi sangat tidak komplit tidak ada pilihan untuk metode pengiriman nya dan lebih mahal ongkos kirim daripada harga barang. lucu ini aplikasi.,1,2026-02-07 05:52:30
Tokopedia,instal di HP second. promo ga ada yang bisa dipake.. akhirnya pake toko sebelah aja yg bejibun promo gratis ongkirnya.,1,2026-02-09 15:26:56
Tokopedia,Kalau beli sih ok. Kalau mau jual gak kayak dulu. Sekarang ribet. Sudah install seller seperti rekomendasi tetap aja susah banget. Padahal semua persyaratan sudah ok.,3,2026-02-09 19:38:36
Tokopedia,cara upload feed di Tokopedia sekarang gimana caranya? sekarang gak bisa yah. Tambah ribet kalo di tiktok seller. 👎👎👎,1,2026-02-11 11:15:08
Tokopedia,berdagang jadi susah karena dipaksa pakai apps terpisah yang juga memaksa untuk buka store tiktok padahal gak ada niatan kesana,1,2026-03-20 16:20:29
Tokopedia,"terimakasih tokopedia memang mempermudah dalam bertransaksi belanja,,the best",5,2026-03-06 18:10:38
Tokopedia,Zaman udah digital dan super canggih. masih MANUAL dan terkendala Sabtu Minggu untuk pembayaran dan withdrawal,1,2026-02-09 06:57:10
Tokopedia,"belanja di tokped, lebih murah dan mudah, kerennn, terima kasih Tokopedia",5,2026-02-13 14:18:17
Tokopedia,pesan dengan pengiriman instant tp 3 hari baru sampai.. pelayanan komplain buruk sekali..,1,2026-02-07 12:12:26
Tokopedia,tolong untuk toko yang diikuti urutkan sesuai abjad agar tidak kebingungam nyari nya sama langganan untuk plus jangan terlalu mahal,1,2026-02-19 13:36:57
Tokopedia,"tidak berguna, aku check point alamat di Pangandaran kok malah ke Panawangan. benerin tuh apk nya dulu. bikin sengsara kurir. kasihan",1,2026-02-11 11:53:32
Tokopedia,"sangat buruk dalam hal pelaporan, CS cenderung lama dan tidak respon. menunggu beberapa hari pun juga belum menemukan solusi terbaik.",2,2026-02-13 07:18:54
Tokopedia,"sudah tidak ada yang menarik di toko pedia, diskon sangat kecil.lebih murah di shopee,..",1,2026-02-21 07:07:48
Tokopedia,"layanan slow respon, pembayaran tidak terverifikasi. layanan slow respon, tanpa solusi.",1,2026-03-05 13:50:21
Tokopedia,"""Promo"" narasi nya BELI 2 BARANG , DAPAT 800rb setelah CO , dan ketika sudah CO dapat voucher 4 yaa memang senilai 800rb , dan untuk klaim voucher tersebut ada MINIMAL TRANSAKSI DAN ITEM TERTENTU , wkwkwk TIPU MUSLIHAT , dah itu aja",1,2026-03-24 16:54:48
Tokopedia,Kenapa sampai saat ini saya tidak bisa melakukan pembayaran via transfer mandiri??...padahal saya sering bayar pakai transfer mandiri untuk tagihan2..,5,2026-03-04 19:30:30
Tokopedia,"sekarang aplikasi tokopedia saya eror, kalau mau bayar belanjaan gak bisa. mohon bantuannya",1,2026-02-22 08:52:09
Tokopedia,ongkirnya gak ngotak. beda sama shopee yang banyak free ongkir. paling mahal ongkir 45rb shopee,1,2026-02-07 09:03:09
Tokopedia,ongkir yang sangat mahal dan untuk membuka lewat web sangat lama,1,2026-02-08 21:43:05
Tokopedia,"transaksi mudah gak ribet. semua mode pembayaran tersedia semua produk ada. pilihan bervariasi, semua ok.",5,2026-02-10 10:23:51
Tokopedia,"Tokopedia Plus = Scam. Saya berlangganan tokopedia plus tapi setelah beberapa hari menu tidak bisa dibuka sehingga kupon diskon tidak bisa di ambil, saya merasa sangat ditipu udah berkali-kali lapor ke agen CFS (Tokopedia Care) tapi sampai sekarang Masih dibiarin begitu saja, Seumur Hidup saya sangat menyesal ambil tokopedia Plus 😭. hampir setiap hari saya bikin laporan ke agen, tapi udah hampir 1 bulan tidak pernah ditangani (dibiarin begitu saja) padahal Tokopedia Plus fitur Premium berbayar",1,2026-03-22 01:39:24
Tokopedia,kenapa ngg bisa masuk masuk yaa udh di instal tapi pas masuk susah banget knpa ya kaa keluar lagi keluar lagi,2,2026-02-08 06:00:44
Tokopedia,hallo min tolong perbaiki lagi knp delay banget nih pas di buka terimakasih.,4,2026-02-18 10:10:43
Tokopedia,"gabisa top up game udah 3 hari gak dibenerin, chat cs juga gak guna",1,2026-03-15 19:06:46
Tokopedia,"Aplikasi tokopedia makin hari makin kacau, transaksi kuota lewat tokopedia status payment berhasil, tetapi kuota tidak ada yg masuk. Sering seperti itu. Dan yang terakhir tgl 3.11.2021 pembelian etol/e-money juga sama payment berhasil tetapi saldo gak ada yang masuk. Setelah kami cek aplikasi tokopedia diharuskan untuk update,ketika update tidak pernah berhasil. Download ulang aplikasipun juga gak bisa. Aneh.",1,2021-11-04 06:31:01
Tokopedia,"ngelag parah, ditambah banyak penjahat penjual penipu nya di Tokopedia yang sampai sekarang tidak juga disterilkan",1,2026-02-07 15:22:17
Tokopedia,"disuruh langganan plus, udah langganan diberhentikan sepihak. ya sudah , uninstall langsung.",3,2026-02-15 11:32:46
Tokopedia,"Tokopedia sudah tidak perduli dengan customer. Transaksi bermasalah, penjual dibanned permanen, tapi pembeli dibiarkan tidak direfund sampai sebulan belum ada kejelasan. Gak bakal pakai lagi deh, kapok Dulu pembeli aktif sampai dapat Tokopedia card, tapi udah beda gaya Tokped yang sekarang",1,2026-01-26 12:11:15
Tokopedia,pengiriman terlalu lamaa pernah beli laptop hampir 1 bulan baru sampe,1,2026-03-05 14:02:14
Tokopedia,Tokopedia care sangat buruk dalam penyelesaian masalah. jelas2 keterangan dari pihak yg bersalah mengakuinya. namun solusinya melepaskan pihak yg bersalah begitu saja tanpa pengembalian dan merugikan pembeli. pembeli tidak ada perlindungannya. saya harap kita beramai-ramai meninggalkan e-comerce yg satu ini. Jgn sampai kesialan itu menimpa teman2 yg lain. Transaksi di Tokopedia tidak aman.,1,2026-03-21 16:06:46
Tokopedia,"Pertama kali install aplikasi ini. Kesan pertama belanja sangat sangat sangat mengecewakan. 1. Pas pesan tdk bisa mengubah pembayaran 2. Pesanan setelah di TF malah digagalkan sistem alasannya tidak memenuhi syarat menggunakan promo.(Ini akun pertama & satu²nya) 3. Gak ada voc.ongkir u/ akun baru, Padahal biasanya utk akun baru di sblh itu pasti dapat promo 50% dan voc gratis ongkir 4. Jika ada kendala disblh itu pasti segera ditangani & diberikan solusinya.Ini sudah konfirmasi CS jwbn BLUNDER.",1,2024-11-19 23:06:43
Tokopedia,"pelayanan bagus,stiap ada masalah pengembalian dana mudah dan cepat",5,2026-02-23 04:19:19
Tokopedia,"Biaya layanan Rp 1000 masih bisa ditoleransi, minimal beli pas event WIB jadi 20k juga masih bisa ditolerir, tp kali ini makin ga jelas, gratis ongkir udah ga bisa digabung sama voucher cashback, percuma dong ada event kebut sama WIB, buat apa coba? Penanganan komplain juga makin lama, pernah sampe 2 mingguan padahal buktinya jelas dilampirkan. User kecewa, mari pindah lapak sebelah 💔",1,2022-11-02 14:15:43
Tokopedia,tidak bisa dibuka sama sekali aplikasinya untuk sekarang.padahal kemarin normal,4,2026-03-12 11:51:46
Tokopedia,sekarang buat beli obat dipersusah udah chat sma dokter malah dikasih rekomendasi obat yg beda balikin aplikasinya ke dulu biar mempermudah beli obat...,1,2026-03-07 22:17:00
Tokopedia,"Ayolah tokopedia, kok masih pakai jne sih. Sudah tau banyak masalah sama ekspedisi itu, pengiriman dalam 1 provinsi beda kabupaten aja perlu waktu 1 minggu setengah, mengalahkan pengataran antar pulau. Paket dengan jarak kota pengirim dan penerima hanya 263km, kenapa 10 hari belum sampai samapi. Jne ini dari dulu, nanti di komplain baru gerak, itupun sudah lewat jauh dari estimasi. Tolonglah, jangan pakai ekspedisi yang lelet, jangan cuma update aplikasi tp gak bisa mencari ekspedisi yang cepat",1,2024-05-11 12:38:05
Tokopedia,TOKOPEDIA sekarang Harganya mahal-mahal ... 1 kaos dengan Brand yang sama beda jauh sama Aplikasi Orange. Biasa belanja Online via TOKOPEDIA sekarang sudah males efek harganya... Tolong di benahi ini persaingan,4,2026-03-19 18:39:52
Tokopedia,"Saya berlangganan PLUS karna pengiriman sameday dan instan gratis ongkir, tp di tengah jalan kebijakannya berubah tidak gratis ongkir, saya berlangganan PLUS bayar tidak gratis, terlalu banyak jebakan di toped, kemarin biaya jasa aplikasi yg di umpetin, sekarang bermain dengan langganan PLUS yg gak jelas. Pindah ke Oren dan biru lebih baik.",1,2023-11-02 11:49:38
Tokopedia,"harganya jadi normal, diskonnya buat menarik menarikan aja",1,2026-03-10 15:03:46
Tokopedia,"makin parah saja ini marketplace, mulai dari banyak bug, gratis ongkir juga dikit banget bahkan gak ada, search engine nya juga makin ancur.. hedeh.. padahal dulu jadi favorit gw untuk belanja, kalo skrg sih jadi opsional sj, beli kalo udah kepepet karena gak ada di toko orange",1,2025-11-16 21:44:08
Tokopedia,"harganya ga sesuai, mau dibayar malah jadi mahal",1,2026-03-14 11:43:33
Tokopedia,"Tokopedia saran untuk kalian, tolong UI (user interface) jangan dibuat sulit digunakan. banyak embel2 yg sebenarnya gaperlu, saya mau akses cepet malah bingung nyari letak simbol tagihan untuk pembayaran yg perlu bayar cepat. Simbol nya dibuat agak lebih besar lagi, coba hilangkan rekomendasi barang di halaman utama. Buat sedehana lagi. Kadang letak simbol sering berubah dan itu bikin kesel, serius. thks",2,2025-11-13 15:44:06
Tokopedia,"market place paling buruk.... kalau terjadi pembatalan yang keliru adalah pembeli. penjual tdk pernah salah. padahal penjual bisa menaikkan harga setelah pembayaran, barang tiba2 tidak tersedia meskipun sebelumnya katanya barang ada dll yang pada pokoknya pembeli terpaksa hrs membatalkan pembelian. tokopedia sponsor tindakan curang",1,2025-11-18 11:43:55
Tokopedia,"Makin di Updated bukannya makin bagus malah makin menyusahkan. Mau CoD barang di Tokopedia gabisa, maksimal 5juta, sedangkan barang yang saya mau harga nya 5,3jt. Emangnya dikira semua orang punya akun Bank apa??? Ga semua orang punya akun Bank, ini mah apaan orang mau belanja mau dipersulit. Bintang 1 rasanya kurang menurut saya. Diperbaiki limited CoD nya supaya bisa bayar barang CoD diatas 5juta !. Payah hanya di limited 5juta untuk barang bayar CoD !",1,2023-08-30 13:15:34
Tokopedia,"tiap ada voucher tidak bisa dipakai, selalu tulisan ""voucher tidak dapat digunakan, silahkan lanjutkan tanpa voucher""",1,2026-02-18 13:34:14
Tokopedia,"sangat bagus, berharap selalu ongkir gratis selalu ada di luar pulau jawa",5,2026-03-21 17:04:14
Tokopedia,"Tokopedia skrg kacau menurut saya. Cashback sdh tidak ada, pilihan pengiriman juga maunya mereka, mmg di buat potongan buat Ongkirnya, tapi tidak bisa memilih maunya yg mana. Padahal saya sdh di level diamond. Belanja banyak juga ga ngaruh,. Yg paling di sayang kan juga cashback nya ini yg di tiadakan, padahal itu yg paling penting menurut saya. Trus untuk kendala, lama di proses nya, tidak adaa layanan khusus bagi member diamond.. Mending pindah ke aplikasi orange atau lainnya. Lebih menjanjik",1,2024-09-09 10:41:45
Tokopedia,"seller nya ngirim link scam, saldo gopay hilang, laporan ke cs tokopedia, saldo gak balik malah akun nya di banned.. parah ini apk gk tanggung jawab, tokonya masih aktif pula pas di cek pake akun lain",1,2026-01-23 13:51:41
Tokopedia,iya karwna pernyataan bagus kualitas bagus gak ngelek lagi terima kasih melayani kita dengan baik barang barangnya,5,2026-02-23 18:40:41
Tokopedia,pengiriman yang bgtu sangat lambat/lama,3,2026-03-08 21:51:45
Tokopedia,"Sebenernya bagus, lama pakai, tp skrng error mulu, koneksi ada dan stabil, tp di aplikasi muncul pesan ""tdk ada koneksi, coba lagi! "" begitu terus, dah diupdate msh tetep saja. Login Masih pakai password konvensional, banyakan orang lupa, padahal otp saja sdh cukup aman",4,2020-04-21 13:03:49
Tokopedia,Saya udah.. bertahun2 dg tokopedia apalagi sekrg banyak bebas ongkir.. tapi aplikasinya malah makin ribet karena kalau kita sudah menekan tanda bayar ..produ sdh gak bisa lg dilihat... l apalagi kslau kita terlambat melakukan pembayaran...produk yg kita inginksn langsung menghilang dan tak ada jejak yg bisa ditelusuri... dan parahnya sekarang. ...kalau kita mengklik produk yg kita inginkan... mau lihat gambar produk pun tak bisa... hanya ada deskripsi dll... padahal yg plg penting itukan gambar,1,2020-10-01 19:14:03
Tokopedia,ongkirnya dibikin gratis dong kyk shopee sama tiktok Adain fitur pencarian foto supaya enak cri yg mau kita beli contohnya baju atau tas pria,3,2026-03-05 17:01:05
Tokopedia,"punya bonus tiktok lumayan banyak, tapi ketentuanya cuma bisa dipakai 1℅ per transaksi, mending ga usah sekalian",1,2026-01-02 00:20:22
Tokopedia,kurir nya makin lama makin gk jelas estimasi nya kapan nyampe nya blom tau kapan,1,2026-03-07 10:52:44
Tokopedia,Sangat mengecewakan. Pesanan saya sudah 8 hari tidak sampai2 dan proses komplain berbelit malah ditambah suruh menunggu lagi 4 hari tanpa kepastian. Seolah lebih membela pihak kurir dan penjual. Hati2 belanja disini!!! Birokrasi terlalu rumit dan cenderung merugikan pembeli! Sekali lagi jangan belanja di Tokopedia kalau tidak ingin dirugikan!. FYI ekspedisi ini Sicepat jangan digunakan juga krn sangat tidak profesional. Ganti saja namanya jadi SiLemot!!,1,2022-10-17 20:15:10
Tokopedia,"tadinya aplikasinya bagus,lama-lama makin ngak jelas tampilannya,mau cari tiket kereta aja entah di mana?sangat membagongkan",1,2026-01-31 07:26:37
Tokopedia,"Aku pengguna lama setia Tokoped. Sebelumnya aku tidak pernah memberi ulasan, hanya saja ada yg membuat aku ingin berkomentar di sini, kalau Tokopedia sekarang kinerja aplikasinya sangat buruk... Lambat.. tidak licin/smooth. Terus ada kupon diskon kenapa harus membayar dengan mengisi saldo gopay terlebih dahulu, jujur membuat aku menjadi malas berbelanja di Tokopedia karena menurut aku bukannya mempermudah urusan dalam perbelanjaan, malah ribet.. Belanja di Tokopedia sudah tidak menyenangkan! :(",2,2022-07-25 08:07:33
Tokopedia,"good, kadang banyak harga miring dari toko",5,2026-03-11 06:45:41
Tokopedia,"Dana Pengembalian gagal order saya belum masuk rekening woy. Katanya 1x24 jam, ini udah 6 hari belum masuk-masuk, mau mencuri atau gimana?",1,2026-01-09 08:49:43
